5
3770
7
3770
7
3773
8
3777
6
3769
13
3771
6
3771
12
3772
7
3777
13
3771
10
3774
13
3770
5
3771
2
3770
10
3772
11
3768
6
3772
6
3771
7
17
3770
17
3768
5
3772
11
3773
9
3769
8
3772
8
3770
9
3772
10
3771
8
3770
10
3774
3
3768
8
3767
10
3772
8
3768
10
3771
10
3775
10
3774
10
3766
13
3772
8
3774
7
